Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Population,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-04-12,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,625,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-04-13,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,622,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-05-13,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,598,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-05-14,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,596,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-04,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,616,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-05,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,616,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-08,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,618,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-09,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,614,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-10,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,618,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-11,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,616,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-12,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,618,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-13,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,621,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-14,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,621,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-15,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,622,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-16,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,623,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-17,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,626,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-18,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,611,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-19,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,601,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-20,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,594,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-21,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,594,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-22,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,593,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-23,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,595,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-24,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,597,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-25,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,590,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-26,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,593,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-27,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,593,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-28,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,593,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-29,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,591,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-06-30,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,596,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-07-01,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,600,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-07-02,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,594,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-07-03,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,591,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-07-04,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,591,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
201,state,Connecticut,BRIDGEPORT CORRECTIONAL CENTER,2020-07-05,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,117,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,593,NA,NA,NA,NA,NA,NA,NA,NA,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001,10002400,state,Prison,Max,Adult,Male,FALSE,NA,816,070000000070100000000,Public Records,HIFLD,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
